ORGANIZATION_CODE,PERSON_NUMBER,DATE_FROM,DATE_TO,DURATION
2,X1119,11-13-2017,11-13-2017,1
2,X1119,11-14-2017,11-14-2017,1
2,X1119,11-15-2017,11-15-2017,1
2,X1119,11-16-2017,11-16-2017,1
2,X1119,11-17-2017,11-17-2017,1
2,X1119,11-20-2017,11-20-2017,1
2,X111a,11-20-2017,11-20-2017,0.5
2,X1111,11-03-2017,11-03-2017,0.5
2,X1111,11-20-2017,11-20-2017,1
2,X1111,11-10-2017,11-10-2017,0.5
2,X111a,10-30-2017,10-30-2017,1
2,X111a,10-31-2017,10-31-2017,1
2,X111a,11-01-2017,11-01-2017,1
2,X111a,11-02-2017,11-02-2017,1
2,X111a,11-03-2017,11-03-2017,1
2,X111a,11-06-2017,11-06-2017,1
2,X111a,11-07-2017,11-07-2017,1
2,X111a,11-08-2017,11-08-2017,1
2,X111a,11-09-2017,11-09-2017,1
2,X111a,11-10-2017,11-10-2017,1
2,X111a,11-13-2017,11-13-2017,1
2,X111a,11-14-2017,11-14-2017,1
2,X111a,11-15-2017,11-15-2017,1
2,X111a,11-16-2017,11-16-2017,1
2,X111a,11-17-2017,11-17-2017,1
2,X111a,11-20-2017,11-20-2017,0.5
2,X1111,11-03-2017,11-03-2017,0.5
2,X111a,10-23-2017,10-23-2017,0.5
2,X1118,11-16-2017,11-16-2017,1
2,X1118,11-17-2017,11-17-2017,1
2,X118a,11-06-2017,11-06-2017,0.5
2,X1181,10-25-2017,10-25-2017,1
2,X1181,10-26-2017,10-26-2017,1
2,X1181,10-27-2017,10-27-2017,1
2,X1191,10-23-2017,10-23-2017,1
2,X1191,10-24-2017,10-24-2017,1
2,X1191,10-25-2017,10-25-2017,1
2,X1191,10-30-2017,10-30-2017,1
2,X1191,11-06-2017,11-06-2017,1
2,X1191,11-13-2017,11-13-2017,1
2,X1191,11-17-2017,11-17-2017,1
2,X1191,11-20-2017,11-20-2017,0.5
2,X11a1,11-01-2017,11-01-2017,0.5
2,X111a,10-23-2017,10-23-2017,1
2,X111a,10-24-2017,10-24-2017,1
2,X111a,10-25-2017,10-25-2017,1
2,X111a,10-26-2017,10-26-2017,1
2,X111a,10-27-2017,10-27-2017,1
2,X111a,10-30-2017,10-30-2017,1
2,X111a,10-31-2017,10-31-2017,1
2,X111a,11-01-2017,11-01-2017,1
2,X111a,11-02-2017,11-02-2017,1
2,X111a,11-03-2017,11-03-2017,1
2,X111a,11-06-2017,11-06-2017,1
2,X111a,11-07-2017,11-07-2017,1
2,X111a,11-08-2017,11-08-2017,1
2,X111a,11-09-2017,11-09-2017,1
2,X111a,11-10-2017,11-10-2017,1
2,X111a,11-13-2017,11-13-2017,1
2,X111a,11-14-2017,11-14-2017,1
2,X111a,11-15-2017,11-15-2017,1
2,X111a,11-16-2017,11-16-2017,1
2,X111a,11-17-2017,11-17-2017,1
